"CLDR.Short.Name";"Code";"Browser";"R.Encoding"
"person mountain biking: medium-light skin tone";"U+1F6B5 U+1F3FC";"🚵🏼";"<f0><9f><9a><b5> <f0><9f><8f><bc>"
"person mountain biking: medium skin tone";"U+1F6B5 U+1F3FD";"🚵🏽";"<f0><9f><9a><b5> <f0><9f><8f><bd>"
"person mountain biking: medium-dark skin tone";"U+1F6B5 U+1F3FE";"🚵🏾";"<f0><9f><9a><b5> <f0><9f><8f><be>"
"person mountain biking: dark skin tone";"U+1F6B5 U+1F3FF";"🚵🏿";"<f0><9f><9a><b5> <f0><9f><8f><bf>"
"man mountain biking";"U+1F6B5 U+200D U+2642 U+FE0F";"🚵
♂️";"<f0><9f><9a><b5> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man mountain biking: light skin tone";"U+1F6B5 U+1F3FB U+200D U+2642 U+FE0F";"🚵🏻
♂️";"<f0><9f><9a><b5> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man mountain biking: medium-light skin tone";"U+1F6B5 U+1F3FC U+200D U+2642 U+FE0F";"🚵🏼
♂️";"<f0><9f><9a><b5> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man mountain biking: medium skin tone";"U+1F6B5 U+1F3FD U+200D U+2642 U+FE0F";"🚵🏽
♂️";"<f0><9f><9a><b5> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man mountain biking: medium-dark skin tone";"U+1F6B5 U+1F3FE U+200D U+2642 U+FE0F";"🚵🏾
♂️";"<f0><9f><9a><b5> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man mountain biking: dark skin tone";"U+1F6B5 U+1F3FF U+200D U+2642 U+FE0F";"🚵🏿
♂️";"<f0><9f><9a><b5> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"woman mountain biking";"U+1F6B5 U+200D U+2640 U+FE0F";"🚵
♀️";"<f0><9f><9a><b5> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman mountain biking: light skin tone";"U+1F6B5 U+1F3FB U+200D U+2640 U+FE0F";"🚵🏻
♀️";"<f0><9f><9a><b5> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman mountain biking: medium-light skin tone";"U+1F6B5 U+1F3FC U+200D U+2640 U+FE0F";"🚵🏼
♀️";"<f0><9f><9a><b5> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman mountain biking: medium skin tone";"U+1F6B5 U+1F3FD U+200D U+2640 U+FE0F";"🚵🏽
♀️";"<f0><9f><9a><b5> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman mountain biking: medium-dark skin tone";"U+1F6B5 U+1F3FE U+200D U+2640 U+FE0F";"🚵🏾
♀️";"<f0><9f><9a><b5> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman mountain biking: dark skin tone";"U+1F6B5 U+1F3FF U+200D U+2640 U+FE0F";"🚵🏿
♀️";"<f0><9f><9a><b5> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"racing car";"U+1F3CE";"🏎";"<f0><9f><8f><8e>"
"motorcycle";"U+1F3CD";"🏍";"<f0><9f><8f><8d>"
"person cartwheeling";"U+1F938";"🤸";"<f0><9f><a4><b8>"
"person cartwheeling: light skin tone";"U+1F938 U+1F3FB";"🤸🏻";"<f0><9f><a4><b8> <f0><9f><8f><bb>"
"person cartwheeling: medium-light skin tone";"U+1F938 U+1F3FC";"🤸🏼";"<f0><9f><a4><b8> <f0><9f><8f><bc>"
"person cartwheeling: medium skin tone";"U+1F938 U+1F3FD";"🤸🏽";"<f0><9f><a4><b8> <f0><9f><8f><bd>"
"person cartwheeling: medium-dark skin tone";"U+1F938 U+1F3FE";"🤸🏾";"<f0><9f><a4><b8> <f0><9f><8f><be>"
"person cartwheeling: dark skin tone";"U+1F938 U+1F3FF";"🤸🏿";"<f0><9f><a4><b8> <f0><9f><8f><bf>"
"man cartwheeling";"U+1F938 U+200D U+2642 U+FE0F";"🤸
♂️";"<f0><9f><a4><b8> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man cartwheeling: light skin tone";"U+1F938 U+1F3FB U+200D U+2642 U+FE0F";"🤸🏻
♂️";"<f0><9f><a4><b8> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man cartwheeling: medium-light skin tone";"U+1F938 U+1F3FC U+200D U+2642 U+FE0F";"🤸🏼
♂️";"<f0><9f><a4><b8> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man cartwheeling: medium skin tone";"U+1F938 U+1F3FD U+200D U+2642 U+FE0F";"🤸🏽
♂️";"<f0><9f><a4><b8> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man cartwheeling: medium-dark skin tone";"U+1F938 U+1F3FE U+200D U+2642 U+FE0F";"🤸🏾
♂️";"<f0><9f><a4><b8> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man cartwheeling: dark skin tone";"U+1F938 U+1F3FF U+200D U+2642 U+FE0F";"🤸🏿
♂️";"<f0><9f><a4><b8> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"woman cartwheeling";"U+1F938 U+200D U+2640 U+FE0F";"🤸
♀️";"<f0><9f><a4><b8> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman cartwheeling: light skin tone";"U+1F938 U+1F3FB U+200D U+2640 U+FE0F";"🤸🏻
♀️";"<f0><9f><a4><b8> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman cartwheeling: medium-light skin tone";"U+1F938 U+1F3FC U+200D U+2640 U+FE0F";"🤸🏼
♀️";"<f0><9f><a4><b8> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman cartwheeling: medium skin tone";"U+1F938 U+1F3FD U+200D U+2640 U+FE0F";"🤸🏽
♀️";"<f0><9f><a4><b8> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman cartwheeling: medium-dark skin tone";"U+1F938 U+1F3FE U+200D U+2640 U+FE0F";"🤸🏾
♀️";"<f0><9f><a4><b8> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman cartwheeling: dark skin tone";"U+1F938 U+1F3FF U+200D U+2640 U+FE0F";"🤸🏿
♀️";"<f0><9f><a4><b8> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"people wrestling";"U+1F93C";"🤼";"<f0><9f><a4><bc>"
"men wrestling";"U+1F93C U+200D U+2642 U+FE0F";"🤼
♂️";"<f0><9f><a4><bc> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"women wrestling";"U+1F93C U+200D U+2640 U+FE0F";"🤼
♀️";"<f0><9f><a4><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"person playing water polo";"U+1F93D";"🤽";"<f0><9f><a4><bd>"
"person playing water polo: light skin tone";"U+1F93D U+1F3FB";"🤽🏻";"<f0><9f><a4><bd> <f0><9f><8f><bb>"
"person playing water polo: medium-light skin tone";"U+1F93D U+1F3FC";"🤽🏼";"<f0><9f><a4><bd> <f0><9f><8f><bc>"
"person playing water polo: medium skin tone";"U+1F93D U+1F3FD";"🤽🏽";"<f0><9f><a4><bd> <f0><9f><8f><bd>"
"person playing water polo: medium-dark skin tone";"U+1F93D U+1F3FE";"🤽🏾";"<f0><9f><a4><bd> <f0><9f><8f><be>"
"person playing water polo: dark skin tone";"U+1F93D U+1F3FF";"🤽🏿";"<f0><9f><a4><bd> <f0><9f><8f><bf>"
"man playing water polo";"U+1F93D U+200D U+2642 U+FE0F";"🤽
♂️";"<f0><9f><a4><bd> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man playing water polo: light skin tone";"U+1F93D U+1F3FB U+200D U+2642 U+FE0F";"🤽🏻
♂️";"<f0><9f><a4><bd> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man playing water polo: medium-light skin tone";"U+1F93D U+1F3FC U+200D U+2642 U+FE0F";"🤽🏼
♂️";"<f0><9f><a4><bd> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man playing water polo: medium skin tone";"U+1F93D U+1F3FD U+200D U+2642 U+FE0F";"🤽🏽
♂️";"<f0><9f><a4><bd> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man playing water polo: medium-dark skin tone";"U+1F93D U+1F3FE U+200D U+2642 U+FE0F";"🤽🏾
♂️";"<f0><9f><a4><bd> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man playing water polo: dark skin tone";"U+1F93D U+1F3FF U+200D U+2642 U+FE0F";"🤽🏿
♂️";"<f0><9f><a4><bd> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"woman playing water polo";"U+1F93D U+200D U+2640 U+FE0F";"🤽
♀️";"<f0><9f><a4><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman playing water polo: light skin tone";"U+1F93D U+1F3FB U+200D U+2640 U+FE0F";"🤽🏻
♀️";"<f0><9f><a4><bd> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman playing water polo: medium-light skin tone";"U+1F93D U+1F3FC U+200D U+2640 U+FE0F";"🤽🏼
♀️";"<f0><9f><a4><bd> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman playing water polo: medium skin tone";"U+1F93D U+1F3FD U+200D U+2640 U+FE0F";"🤽🏽
♀️";"<f0><9f><a4><bd> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman playing water polo: medium-dark skin tone";"U+1F93D U+1F3FE U+200D U+2640 U+FE0F";"🤽🏾
♀️";"<f0><9f><a4><bd> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman playing water polo: dark skin tone";"U+1F93D U+1F3FF U+200D U+2640 U+FE0F";"🤽🏿
♀️";"<f0><9f><a4><bd> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"person playing handball";"U+1F93E";"🤾";"<f0><9f><a4><be>"
"person playing handball: light skin tone";"U+1F93E U+1F3FB";"🤾🏻";"<f0><9f><a4><be> <f0><9f><8f><bb>"
"person playing handball: medium-light skin tone";"U+1F93E U+1F3FC";"🤾🏼";"<f0><9f><a4><be> <f0><9f><8f><bc>"
"person playing handball: medium skin tone";"U+1F93E U+1F3FD";"🤾🏽";"<f0><9f><a4><be> <f0><9f><8f><bd>"
"person playing handball: medium-dark skin tone";"U+1F93E U+1F3FE";"🤾🏾";"<f0><9f><a4><be> <f0><9f><8f><be>"
"person playing handball: dark skin tone";"U+1F93E U+1F3FF";"🤾🏿";"<f0><9f><a4><be> <f0><9f><8f><bf>"
"man playing handball";"U+1F93E U+200D U+2642 U+FE0F";"🤾
♂️";"<f0><9f><a4><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man playing handball: light skin tone";"U+1F93E U+1F3FB U+200D U+2642 U+FE0F";"🤾🏻
♂️";"<f0><9f><a4><be> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man playing handball: medium-light skin tone";"U+1F93E U+1F3FC U+200D U+2642 U+FE0F";"🤾🏼
♂️";"<f0><9f><a4><be> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man playing handball: medium skin tone";"U+1F93E U+1F3FD U+200D U+2642 U+FE0F";"🤾🏽
♂️";"<f0><9f><a4><be> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man playing handball: medium-dark skin tone";"U+1F93E U+1F3FE U+200D U+2642 U+FE0F";"🤾🏾
♂️";"<f0><9f><a4><be> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man playing handball: dark skin tone";"U+1F93E U+1F3FF U+200D U+2642 U+FE0F";"🤾🏿
♂️";"<f0><9f><a4><be> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"woman playing handball";"U+1F93E U+200D U+2640 U+FE0F";"🤾
♀️";"<f0><9f><a4><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman playing handball: light skin tone";"U+1F93E U+1F3FB U+200D U+2640 U+FE0F";"🤾🏻
♀️";"<f0><9f><a4><be> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman playing handball: medium-light skin tone";"U+1F93E U+1F3FC U+200D U+2640 U+FE0F";"🤾🏼
♀️";"<f0><9f><a4><be> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman playing handball: medium skin tone";"U+1F93E U+1F3FD U+200D U+2640 U+FE0F";"🤾🏽
♀️";"<f0><9f><a4><be> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman playing handball: medium-dark skin tone";"U+1F93E U+1F3FE U+200D U+2640 U+FE0F";"🤾🏾
♀️";"<f0><9f><a4><be> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman playing handball: dark skin tone";"U+1F93E U+1F3FF U+200D U+2640 U+FE0F";"🤾🏿
♀️";"<f0><9f><a4><be> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"person juggling";"U+1F939";"🤹";"<f0><9f><a4><b9>"
"person juggling: light skin tone";"U+1F939 U+1F3FB";"🤹🏻";"<f0><9f><a4><b9> <f0><9f><8f><bb>"
"person juggling: medium-light skin tone";"U+1F939 U+1F3FC";"🤹🏼";"<f0><9f><a4><b9> <f0><9f><8f><bc>"
"person juggling: medium skin tone";"U+1F939 U+1F3FD";"🤹🏽";"<f0><9f><a4><b9> <f0><9f><8f><bd>"
"person juggling: medium-dark skin tone";"U+1F939 U+1F3FE";"🤹🏾";"<f0><9f><a4><b9> <f0><9f><8f><be>"
"person juggling: dark skin tone";"U+1F939 U+1F3FF";"🤹🏿";"<f0><9f><a4><b9> <f0><9f><8f><bf>"
"man juggling";"U+1F939 U+200D U+2642 U+FE0F";"🤹
♂️";"<f0><9f><a4><b9> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man juggling: light skin tone";"U+1F939 U+1F3FB U+200D U+2642 U+FE0F";"🤹🏻
♂️";"<f0><9f><a4><b9> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man juggling: medium-light skin tone";"U+1F939 U+1F3FC U+200D U+2642 U+FE0F";"🤹🏼
♂️";"<f0><9f><a4><b9> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man juggling: medium skin tone";"U+1F939 U+1F3FD U+200D U+2642 U+FE0F";"🤹🏽
♂️";"<f0><9f><a4><b9> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man juggling: medium-dark skin tone";"U+1F939 U+1F3FE U+200D U+2642 U+FE0F";"🤹🏾
♂️";"<f0><9f><a4><b9> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man juggling: dark skin tone";"U+1F939 U+1F3FF U+200D U+2642 U+FE0F";"🤹🏿
♂️";"<f0><9f><a4><b9> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"woman juggling";"U+1F939 U+200D U+2640 U+FE0F";"🤹
♀️";"<f0><9f><a4><b9> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman juggling: light skin tone";"U+1F939 U+1F3FB U+200D U+2640 U+FE0F";"🤹🏻
♀️";"<f0><9f><a4><b9> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman juggling: medium-light skin tone";"U+1F939 U+1F3FC U+200D U+2640 U+FE0F";"🤹🏼
♀️";"<f0><9f><a4><b9> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman juggling: medium skin tone";"U+1F939 U+1F3FD U+200D U+2640 U+FE0F";"🤹🏽
♀️";"<f0><9f><a4><b9> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman juggling: medium-dark skin tone";"U+1F939 U+1F3FE U+200D U+2640 U+FE0F";"🤹🏾
♀️";"<f0><9f><a4><b9> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman juggling: dark skin tone";"U+1F939 U+1F3FF U+200D U+2640 U+FE0F";"🤹🏿
♀️";"<f0><9f><a4><b9> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"man and woman holding hands";"U+1F46B";"👫";"<f0><9f><91><ab>"
"two men holding hands";"U+1F46C";"👬";"<f0><9f><91><ac>"
"two women holding hands";"U+1F46D";"👭";"<f0><9f><91><ad>"
"kiss";"U+1F48F";"💏";"<f0><9f><92><8f>"
"kiss: woman, man";"U+1F469 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468";"👩
❤️
💋
👨";"<f0><9f><91><a9> <f0><82><80><8d> <f0><82><9d><a4> <f0><8f><b8><8f> <f0><82><80><8d> <f0><9f><92><8b> <f0><82><80><8d> <f0><9f><91><a8>"
"kiss: man, man";"U+1F468 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468";"👨
❤️
💋
👨";"<f0><9f><91><a8> <f0><82><80><8d> <f0><82><9d><a4> <f0><8f><b8><8f> <f0><82><80><8d> <f0><9f><92><8b> <f0><82><80><8d> <f0><9f><91><a8>"
"kiss: woman, woman";"U+1F469 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469";"👩
❤️
💋
👩";"<f0><9f><91><a9> <f0><82><80><8d> <f0><82><9d><a4> <f0><8f><b8><8f> <f0><82><80><8d> <f0><9f><92><8b> <f0><82><80><8d> <f0><9f><91><a9>"
"couple with heart";"U+1F491";"💑";"<f0><9f><92><91>"
"couple with heart: woman, man";"U+1F469 U+200D U+2764 U+FE0F U+200D U+1F468";"👩
❤️
👨";"<f0><9f><91><a9> <f0><82><80><8d> <f0><82><9d><a4> <f0><8f><b8><8f> <f0><82><80><8d> <f0><9f><91><a8>"
"couple with heart: man, man";"U+1F468 U+200D U+2764 U+FE0F U+200D U+1F468";"👨
❤️
👨";"<f0><9f><91><a8> <f0><82><80><8d> <f0><82><9d><a4> <f0><8f><b8><8f> <f0><82><80><8d> <f0><9f><91><a8>"
"couple with heart: woman, woman";"U+1F469 U+200D U+2764 U+FE0F U+200D U+1F469";"👩
❤️
👩";"<f0><9f><91><a9> <f0><82><80><8d> <f0><82><9d><a4> <f0><8f><b8><8f> <f0><82><80><8d> <f0><9f><91><a9>"
"family";"U+1F46A";"👪";"<f0><9f><91><aa>"
"family: man, woman, boy";"U+1F468 U+200D U+1F469 U+200D U+1F466";"👨
👩
👦";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a6>"
"family: man, woman, girl";"U+1F468 U+200D U+1F469 U+200D U+1F467";"👨
👩
👧";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a7>"
"family: man, woman, girl, boy";"U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466";"👨
👩
👧
👦";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a7> <f0><82><80><8d> <f0><9f><91><a6>"
"family: man, woman, boy, boy";"U+1F468 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466";"👨
👩
👦
👦";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a6> <f0><82><80><8d> <f0><9f><91><a6>"
"family: man, woman, girl, girl";"U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467";"👨
👩
👧
👧";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a7> <f0><82><80><8d> <f0><9f><91><a7>"
"family: man, man, boy";"U+1F468 U+200D U+1F468 U+200D U+1F466";"👨
👨
👦";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a6>"
"family: man, man, girl";"U+1F468 U+200D U+1F468 U+200D U+1F467";"👨
👨
👧";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a7>"
"family: man, man, girl, boy";"U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F466";"👨
👨
👧
👦";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a7> <f0><82><80><8d> <f0><9f><91><a6>"
"family: man, man, boy, boy";"U+1F468 U+200D U+1F468 U+200D U+1F466 U+200D U+1F466";"👨
👨
👦
👦";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a6> <f0><82><80><8d> <f0><9f><91><a6>"
"family: man, man, girl, girl";"U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F467";"👨
👨
👧
👧";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a7> <f0><82><80><8d> <f0><9f><91><a7>"
"family: woman, woman, boy";"U+1F469 U+200D U+1F469 U+200D U+1F466";"👩
👩
👦";"<f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a6>"
"family: woman, woman, girl";"U+1F469 U+200D U+1F469 U+200D U+1F467";"👩
👩
👧";"<f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a7>"
"family: woman, woman, girl, boy";"U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466";"👩
👩
👧
👦";"<f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a7> <f0><82><80><8d> <f0><9f><91><a6>"
"family: woman, woman, boy, boy";"U+1F469 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466";"👩
👩
👦
👦";"<f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a6> <f0><82><80><8d> <f0><9f><91><a6>"
"family: woman, woman, girl, girl";"U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467";"👩
👩
👧
👧";"<f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a7> <f0><82><80><8d> <f0><9f><91><a7>"
"family: man, boy";"U+1F468 U+200D U+1F466";"👨
👦";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a6>"
"family: man, boy, boy";"U+1F468 U+200D U+1F466 U+200D U+1F466";"👨
👦
👦";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a6> <f0><82><80><8d> <f0><9f><91><a6>"
"family: man, girl";"U+1F468 U+200D U+1F467";"👨
👧";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a7>"
"family: man, girl, boy";"U+1F468 U+200D U+1F467 U+200D U+1F466";"👨
👧
👦";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a7> <f0><82><80><8d> <f0><9f><91><a6>"
"family: man, girl, girl";"U+1F468 U+200D U+1F467 U+200D U+1F467";"👨
👧
👧";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a7> <f0><82><80><8d> <f0><9f><91><a7>"
"family: woman, boy";"U+1F469 U+200D U+1F466";"👩
👦";"<f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a6>"
"family: woman, boy, boy";"U+1F469 U+200D U+1F466 U+200D U+1F466";"👩
👦
👦";"<f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a6> <f0><82><80><8d> <f0><9f><91><a6>"
"family: woman, girl";"U+1F469 U+200D U+1F467";"👩
👧";"<f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a7>"
"family: woman, girl, boy";"U+1F469 U+200D U+1F467 U+200D U+1F466";"👩
👧
👦";"<f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a7> <f0><82><80><8d> <f0><9f><91><a6>"
"family: woman, girl, girl";"U+1F469 U+200D U+1F467 U+200D U+1F467";"👩
👧
👧";"<f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a7> <f0><82><80><8d> <f0><9f><91><a7>"
"selfie";"U+1F933";"🤳";"<f0><9f><a4><b3>"
"selfie: light skin tone";"U+1F933 U+1F3FB";"🤳🏻";"<f0><9f><a4><b3> <f0><9f><8f><bb>"
"selfie: medium-light skin tone";"U+1F933 U+1F3FC";"🤳🏼";"<f0><9f><a4><b3> <f0><9f><8f><bc>"
"selfie: medium skin tone";"U+1F933 U+1F3FD";"🤳🏽";"<f0><9f><a4><b3> <f0><9f><8f><bd>"
"selfie: medium-dark skin tone";"U+1F933 U+1F3FE";"🤳🏾";"<f0><9f><a4><b3> <f0><9f><8f><be>"
"selfie: dark skin tone";"U+1F933 U+1F3FF";"🤳🏿";"<f0><9f><a4><b3> <f0><9f><8f><bf>"
"flexed biceps";"U+1F4AA";"💪";"<f0><9f><92><aa>"
"flexed biceps: light skin tone";"U+1F4AA U+1F3FB";"💪🏻";"<f0><9f><92><aa> <f0><9f><8f><bb>"
"flexed biceps: medium-light skin tone";"U+1F4AA U+1F3FC";"💪🏼";"<f0><9f><92><aa> <f0><9f><8f><bc>"
"flexed biceps: medium skin tone";"U+1F4AA U+1F3FD";"💪🏽";"<f0><9f><92><aa> <f0><9f><8f><bd>"
"flexed biceps: medium-dark skin tone";"U+1F4AA U+1F3FE";"💪🏾";"<f0><9f><92><aa> <f0><9f><8f><be>"
"flexed biceps: dark skin tone";"U+1F4AA U+1F3FF";"💪🏿";"<f0><9f><92><aa> <f0><9f><8f><bf>"
"backhand index pointing left";"U+1F448";"👈";"<f0><9f><91><88>"
"backhand index pointing left: light skin tone";"U+1F448 U+1F3FB";"👈🏻";"<f0><9f><91><88> <f0><9f><8f><bb>"
"backhand index pointing left: medium-light skin tone";"U+1F448 U+1F3FC";"👈🏼";"<f0><9f><91><88> <f0><9f><8f><bc>"
"backhand index pointing left: medium skin tone";"U+1F448 U+1F3FD";"👈🏽";"<f0><9f><91><88> <f0><9f><8f><bd>"
